,Country_Region,Date,Confirmed,Deaths,Recovered,Continent,Population
4147,Djibouti,2020-03-20,1,0,0,Africa,988000.0
4148,Djibouti,2020-03-21,1,0,0,Africa,988000.0
4149,Djibouti,2020-03-22,1,0,0,Africa,988000.0
4150,Djibouti,2020-03-23,3,0,0,Africa,988000.0
4151,Djibouti,2020-03-24,3,0,0,Africa,988000.0
4152,Djibouti,2020-03-25,11,0,0,Africa,988000.0
4153,Djibouti,2020-03-26,11,0,0,Africa,988000.0
4154,Djibouti,2020-03-27,12,0,0,Africa,988000.0
4155,Djibouti,2020-03-28,14,0,0,Africa,988000.0
4156,Djibouti,2020-03-29,18,0,0,Africa,988000.0
4157,Djibouti,2020-03-30,18,0,0,Africa,988000.0
4158,Djibouti,2020-03-31,30,0,0,Africa,988000.0
4159,Djibouti,2020-04-01,33,0,0,Africa,988000.0
4160,Djibouti,2020-04-02,40,0,0,Africa,988000.0
4161,Djibouti,2020-04-03,49,0,8,Africa,988000.0
4162,Djibouti,2020-04-04,50,0,8,Africa,988000.0
4163,Djibouti,2020-04-05,59,0,9,Africa,988000.0
4164,Djibouti,2020-04-06,90,0,9,Africa,988000.0
4165,Djibouti,2020-04-07,90,0,9,Africa,988000.0
4166,Djibouti,2020-04-08,135,0,25,Africa,988000.0
4167,Djibouti,2020-04-09,135,0,25,Africa,988000.0
4168,Djibouti,2020-04-10,150,1,36,Africa,988000.0
4169,Djibouti,2020-04-11,187,2,36,Africa,988000.0
4170,Djibouti,2020-04-12,214,2,36,Africa,988000.0
4171,Djibouti,2020-04-13,298,2,41,Africa,988000.0
4172,Djibouti,2020-04-14,363,2,53,Africa,988000.0
4173,Djibouti,2020-04-15,435,2,71,Africa,988000.0
4174,Djibouti,2020-04-16,591,2,73,Africa,988000.0
4175,Djibouti,2020-04-17,732,2,76,Africa,988000.0
4176,Dominica,2020-01-22,0,0,0,Caribbean & Central America,71986.0
4177,Dominica,2020-01-23,0,0,0,Caribbean & Central America,71986.0
4178,Dominica,2020-01-24,0,0,0,Caribbean & Central America,71986.0
4179,Dominica,2020-01-25,0,0,0,Caribbean & Central America,71986.0
4180,Dominica,2020-01-26,0,0,0,Caribbean & Central America,71986.0
4181,Dominica,2020-01-27,0,0,0,Caribbean & Central America,71986.0
4182,Dominica,2020-01-28,0,0,0,Caribbean & Central America,71986.0
4183,Dominica,2020-01-29,0,0,0,Caribbean & Central America,71986.0
4184,Dominica,2020-01-30,0,0,0,Caribbean & Central America,71986.0
4185,Dominica,2020-01-31,0,0,0,Caribbean & Central America,71986.0
4186,Dominica,2020-02-01,0,0,0,Caribbean & Central America,71986.0
4187,Dominica,2020-02-02,0,0,0,Caribbean & Central America,71986.0
4188,Dominica,2020-02-03,0,0,0,Caribbean & Central America,71986.0
4189,Dominica,2020-02-04,0,0,0,Caribbean & Central America,71986.0
4190,Dominica,2020-02-05,0,0,0,Caribbean & Central America,71986.0
4191,Dominica,2020-02-06,0,0,0,Caribbean & Central America,71986.0
4192,Dominica,2020-02-07,0,0,0,Caribbean & Central America,71986.0
4193,Dominica,2020-02-08,0,0,0,Caribbean & Central America,71986.0
4194,Dominica,2020-02-09,0,0,0,Caribbean & Central America,71986.0
4195,Dominica,2020-02-10,0,0,0,Caribbean & Central America,71986.0
4196,Dominica,2020-02-11,0,0,0,Caribbean & Central America,71986.0
4197,Dominica,2020-02-12,0,0,0,Caribbean & Central America,71986.0
4198,Dominica,2020-02-13,0,0,0,Caribbean & Central America,71986.0
4199,Dominica,2020-02-14,0,0,0,Caribbean & Central America,71986.0
4200,Dominica,2020-02-15,0,0,0,Caribbean & Central America,71986.0
4201,Dominica,2020-02-16,0,0,0,Caribbean & Central America,71986.0
4202,Dominica,2020-02-17,0,0,0,Caribbean & Central America,71986.0
4203,Dominica,2020-02-18,0,0,0,Caribbean & Central America,71986.0
4204,Dominica,2020-02-19,0,0,0,Caribbean & Central America,71986.0
4205,Dominica,2020-02-20,0,0,0,Caribbean & Central America,71986.0
4206,Dominica,2020-02-21,0,0,0,Caribbean & Central America,71986.0
4207,Dominica,2020-02-22,0,0,0,Caribbean & Central America,71986.0
4208,Dominica,2020-02-23,0,0,0,Caribbean & Central America,71986.0
4209,Dominica,2020-02-24,0,0,0,Caribbean & Central America,71986.0
4210,Dominica,2020-02-25,0,0,0,Caribbean & Central America,71986.0
4211,Dominica,2020-02-26,0,0,0,Caribbean & Central America,71986.0
4212,Dominica,2020-02-27,0,0,0,Caribbean & Central America,71986.0
4213,Dominica,2020-02-28,0,0,0,Caribbean & Central America,71986.0
4214,Dominica,2020-02-29,0,0,0,Caribbean & Central America,71986.0
4215,Dominica,2020-03-01,0,0,0,Caribbean & Central America,71986.0
4216,Dominica,2020-03-02,0,0,0,Caribbean & Central America,71986.0
4217,Dominica,2020-03-03,0,0,0,Caribbean & Central America,71986.0
4218,Dominica,2020-03-04,0,0,0,Caribbean & Central America,71986.0
4219,Dominica,2020-03-05,0,0,0,Caribbean & Central America,71986.0
4220,Dominica,2020-03-06,0,0,0,Caribbean & Central America,71986.0
4221,Dominica,2020-03-07,0,0,0,Caribbean & Central America,71986.0
4222,Dominica,2020-03-08,0,0,0,Caribbean & Central America,71986.0
4223,Dominica,2020-03-09,0,0,0,Caribbean & Central America,71986.0
4224,Dominica,2020-03-10,0,0,0,Caribbean & Central America,71986.0
4225,Dominica,2020-03-11,0,0,0,Caribbean & Central America,71986.0
4226,Dominica,2020-03-12,0,0,0,Caribbean & Central America,71986.0
4227,Dominica,2020-03-13,0,0,0,Caribbean & Central America,71986.0
4228,Dominica,2020-03-14,0,0,0,Caribbean & Central America,71986.0
4229,Dominica,2020-03-15,0,0,0,Caribbean & Central America,71986.0
4230,Dominica,2020-03-16,0,0,0,Caribbean & Central America,71986.0
4231,Dominica,2020-03-17,0,0,0,Caribbean & Central America,71986.0
4232,Dominica,2020-03-18,0,0,0,Caribbean & Central America,71986.0
4233,Dominica,2020-03-19,0,0,0,Caribbean & Central America,71986.0
4234,Dominica,2020-03-20,0,0,0,Caribbean & Central America,71986.0
4235,Dominica,2020-03-21,0,0,0,Caribbean & Central America,71986.0
4236,Dominica,2020-03-22,1,0,0,Caribbean & Central America,71986.0
4237,Dominica,2020-03-23,2,0,0,Caribbean & Central America,71986.0
4238,Dominica,2020-03-24,2,0,0,Caribbean & Central America,71986.0
4239,Dominica,2020-03-25,7,0,0,Caribbean & Central America,71986.0
4240,Dominica,2020-03-26,11,0,0,Caribbean & Central America,71986.0
4241,Dominica,2020-03-27,11,0,0,Caribbean & Central America,71986.0
4242,Dominica,2020-03-28,11,0,0,Caribbean & Central America,71986.0
4243,Dominica,2020-03-29,11,0,0,Caribbean & Central America,71986.0
4244,Dominica,2020-03-30,11,0,0,Caribbean & Central America,71986.0
4245,Dominica,2020-03-31,12,0,0,Caribbean & Central America,71986.0
4246,Dominica,2020-04-01,12,0,0,Caribbean & Central America,71986.0
4247,Dominica,2020-04-02,12,0,0,Caribbean & Central America,71986.0
4248,Dominica,2020-04-03,12,0,0,Caribbean & Central America,71986.0
4249,Dominica,2020-04-04,14,0,0,Caribbean & Central America,71986.0
4250,Dominica,2020-04-05,14,0,0,Caribbean & Central America,71986.0
4251,Dominica,2020-04-06,15,0,1,Caribbean & Central America,71986.0
4252,Dominica,2020-04-07,15,0,1,Caribbean & Central America,71986.0
4253,Dominica,2020-04-08,15,0,1,Caribbean & Central America,71986.0
4254,Dominica,2020-04-09,15,0,1,Caribbean & Central America,71986.0
4255,Dominica,2020-04-10,16,0,5,Caribbean & Central America,71986.0
4256,Dominica,2020-04-11,16,0,5,Caribbean & Central America,71986.0
4257,Dominica,2020-04-12,16,0,8,Caribbean & Central America,71986.0
4258,Dominica,2020-04-13,16,0,8,Caribbean & Central America,71986.0
4259,Dominica,2020-04-14,16,0,8,Caribbean & Central America,71986.0
4260,Dominica,2020-04-15,16,0,8,Caribbean & Central America,71986.0
4261,Dominica,2020-04-16,16,0,8,Caribbean & Central America,71986.0
4262,Dominica,2020-04-17,16,0,8,Caribbean & Central America,71986.0
4263,Dominican Republic,2020-01-22,0,0,0,Caribbean & Central America,10847910.0
4264,Dominican Republic,2020-01-23,0,0,0,Caribbean & Central America,10847910.0
4265,Dominican Republic,2020-01-24,0,0,0,Caribbean & Central America,10847910.0
4266,Dominican Republic,2020-01-25,0,0,0,Caribbean & Central America,10847910.0
4267,Dominican Republic,2020-01-26,0,0,0,Caribbean & Central America,10847910.0
4268,Dominican Republic,2020-01-27,0,0,0,Caribbean & Central America,10847910.0
4269,Dominican Republic,2020-01-28,0,0,0,Caribbean & Central America,10847910.0
4270,Dominican Republic,2020-01-29,0,0,0,Caribbean & Central America,10847910.0
4271,Dominican Republic,2020-01-30,0,0,0,Caribbean & Central America,10847910.0
4272,Dominican Republic,2020-01-31,0,0,0,Caribbean & Central America,10847910.0
4273,Dominican Republic,2020-02-01,0,0,0,Caribbean & Central America,10847910.0
4274,Dominican Republic,2020-02-02,0,0,0,Caribbean & Central America,10847910.0
4275,Dominican Republic,2020-02-03,0,0,0,Caribbean & Central America,10847910.0
4276,Dominican Republic,2020-02-04,0,0,0,Caribbean & Central America,10847910.0
4277,Dominican Republic,2020-02-05,0,0,0,Caribbean & Central America,10847910.0
4278,Dominican Republic,2020-02-06,0,0,0,Caribbean & Central America,10847910.0
4279,Dominican Republic,2020-02-07,0,0,0,Caribbean & Central America,10847910.0
4280,Dominican Republic,2020-02-08,0,0,0,Caribbean & Central America,10847910.0
4281,Dominican Republic,2020-02-09,0,0,0,Caribbean & Central America,10847910.0
4282,Dominican Republic,2020-02-10,0,0,0,Caribbean & Central America,10847910.0
4283,Dominican Republic,2020-02-11,0,0,0,Caribbean & Central America,10847910.0
4284,Dominican Republic,2020-02-12,0,0,0,Caribbean & Central America,10847910.0
4285,Dominican Republic,2020-02-13,0,0,0,Caribbean & Central America,10847910.0
4286,Dominican Republic,2020-02-14,0,0,0,Caribbean & Central America,10847910.0
4287,Dominican Republic,2020-02-15,0,0,0,Caribbean & Central America,10847910.0
4288,Dominican Republic,2020-02-16,0,0,0,Caribbean & Central America,10847910.0
4289,Dominican Republic,2020-02-17,0,0,0,Caribbean & Central America,10847910.0
4290,Dominican Republic,2020-02-18,0,0,0,Caribbean & Central America,10847910.0
4291,Dominican Republic,2020-02-19,0,0,0,Caribbean & Central America,10847910.0
4292,Dominican Republic,2020-02-20,0,0,0,Caribbean & Central America,10847910.0
4293,Dominican Republic,2020-02-21,0,0,0,Caribbean & Central America,10847910.0
4294,Dominican Republic,2020-02-22,0,0,0,Caribbean & Central America,10847910.0
4295,Dominican Republic,2020-02-23,0,0,0,Caribbean & Central America,10847910.0
4296,Dominican Republic,2020-02-24,0,0,0,Caribbean & Central America,10847910.0
4297,Dominican Republic,2020-02-25,0,0,0,Caribbean & Central America,10847910.0
4298,Dominican Republic,2020-02-26,0,0,0,Caribbean & Central America,10847910.0
4299,Dominican Republic,2020-02-27,0,0,0,Caribbean & Central America,10847910.0
4300,Dominican Republic,2020-02-28,0,0,0,Caribbean & Central America,10847910.0
4301,Dominican Republic,2020-02-29,0,0,0,Caribbean & Central America,10847910.0
4302,Dominican Republic,2020-03-01,1,0,0,Caribbean & Central America,10847910.0
4303,Dominican Republic,2020-03-02,1,0,0,Caribbean & Central America,10847910.0
4304,Dominican Republic,2020-03-03,1,0,0,Caribbean & Central America,10847910.0
4305,Dominican Republic,2020-03-04,1,0,0,Caribbean & Central America,10847910.0
4306,Dominican Republic,2020-03-05,1,0,0,Caribbean & Central America,10847910.0
4307,Dominican Republic,2020-03-06,2,0,0,Caribbean & Central America,10847910.0
4308,Dominican Republic,2020-03-07,2,0,0,Caribbean & Central America,10847910.0
4309,Dominican Republic,2020-03-08,5,0,0,Caribbean & Central America,10847910.0
4310,Dominican Republic,2020-03-09,5,0,0,Caribbean & Central America,10847910.0
4311,Dominican Republic,2020-03-10,5,0,0,Caribbean & Central America,10847910.0
4312,Dominican Republic,2020-03-11,5,0,0,Caribbean & Central America,10847910.0
4313,Dominican Republic,2020-03-12,5,0,0,Caribbean & Central America,10847910.0
4314,Dominican Republic,2020-03-13,5,0,0,Caribbean & Central America,10847910.0
4315,Dominican Republic,2020-03-14,11,0,0,Caribbean & Central America,10847910.0
4316,Dominican Republic,2020-03-15,11,0,0,Caribbean & Central America,10847910.0
4317,Dominican Republic,2020-03-16,11,0,0,Caribbean & Central America,10847910.0
4318,Dominican Republic,2020-03-17,21,1,0,Caribbean & Central America,10847910.0
4319,Dominican Republic,2020-03-18,21,1,0,Caribbean & Central America,10847910.0
4320,Dominican Republic,2020-03-19,34,2,0,Caribbean & Central America,10847910.0
4321,Dominican Republic,2020-03-20,72,2,0,Caribbean & Central America,10847910.0
4322,Dominican Republic,2020-03-21,112,2,0,Caribbean & Central America,10847910.0
4323,Dominican Republic,2020-03-22,202,3,0,Caribbean & Central America,10847910.0
4324,Dominican Republic,2020-03-23,245,3,0,Caribbean & Central America,10847910.0
4325,Dominican Republic,2020-03-24,312,6,3,Caribbean & Central America,10847910.0
4326,Dominican Republic,2020-03-25,392,10,3,Caribbean & Central America,10847910.0
4327,Dominican Republic,2020-03-26,488,10,3,Caribbean & Central America,10847910.0
4328,Dominican Republic,2020-03-27,581,20,3,Caribbean & Central America,10847910.0
4329,Dominican Republic,2020-03-28,719,28,3,Caribbean & Central America,10847910.0
4330,Dominican Republic,2020-03-29,859,39,3,Caribbean & Central America,10847910.0
4331,Dominican Republic,2020-03-30,901,42,4,Caribbean & Central America,10847910.0
4332,Dominican Republic,2020-03-31,1109,51,5,Caribbean & Central America,10847910.0
4333,Dominican Republic,2020-04-01,1284,57,9,Caribbean & Central America,10847910.0
4334,Dominican Republic,2020-04-02,1380,60,16,Caribbean & Central America,10847910.0
4335,Dominican Republic,2020-04-03,1488,68,16,Caribbean & Central America,10847910.0
4336,Dominican Republic,2020-04-04,1488,68,16,Caribbean & Central America,10847910.0
4337,Dominican Republic,2020-04-05,1745,82,17,Caribbean & Central America,10847910.0
4338,Dominican Republic,2020-04-06,1828,86,33,Caribbean & Central America,10847910.0
4339,Dominican Republic,2020-04-07,1956,98,36,Caribbean & Central America,10847910.0
4340,Dominican Republic,2020-04-08,2111,108,50,Caribbean & Central America,10847910.0
4341,Dominican Republic,2020-04-09,2349,118,80,Caribbean & Central America,10847910.0
4342,Dominican Republic,2020-04-10,2620,126,98,Caribbean & Central America,10847910.0
4343,Dominican Republic,2020-04-11,2759,135,108,Caribbean & Central America,10847910.0
4344,Dominican Republic,2020-04-12,2967,173,131,Caribbean & Central America,10847910.0
4345,Dominican Republic,2020-04-13,3167,177,152,Caribbean & Central America,10847910.0
4346,Dominican Republic,2020-04-14,3286,183,162,Caribbean & Central America,10847910.0
4347,Dominican Republic,2020-04-15,3614,189,208,Caribbean & Central America,10847910.0
4348,Dominican Republic,2020-04-16,3755,196,215,Caribbean & Central America,10847910.0
4349,Dominican Republic,2020-04-17,4126,200,268,Caribbean & Central America,10847910.0
4350,Ecuador,2020-01-22,0,0,0,South America,17643054.0
4351,Ecuador,2020-01-23,0,0,0,South America,17643054.0
4352,Ecuador,2020-01-24,0,0,0,South America,17643054.0
4353,Ecuador,2020-01-25,0,0,0,South America,17643054.0
4354,Ecuador,2020-01-26,0,0,0,South America,17643054.0
4355,Ecuador,2020-01-27,0,0,0,South America,17643054.0
4356,Ecuador,2020-01-28,0,0,0,South America,17643054.0
4357,Ecuador,2020-01-29,0,0,0,South America,17643054.0
4358,Ecuador,2020-01-30,0,0,0,South America,17643054.0
4359,Ecuador,2020-01-31,0,0,0,South America,17643054.0
4360,Ecuador,2020-02-01,0,0,0,South America,17643054.0
4361,Ecuador,2020-02-02,0,0,0,South America,17643054.0
4362,Ecuador,2020-02-03,0,0,0,South America,17643054.0
4363,Ecuador,2020-02-04,0,0,0,South America,17643054.0
4364,Ecuador,2020-02-05,0,0,0,South America,17643054.0
4365,Ecuador,2020-02-06,0,0,0,South America,17643054.0
4366,Ecuador,2020-02-07,0,0,0,South America,17643054.0
4367,Ecuador,2020-02-08,0,0,0,South America,17643054.0
4368,Ecuador,2020-02-09,0,0,0,South America,17643054.0
4369,Ecuador,2020-02-10,0,0,0,South America,17643054.0
4370,Ecuador,2020-02-11,0,0,0,South America,17643054.0
4371,Ecuador,2020-02-12,0,0,0,South America,17643054.0
4372,Ecuador,2020-02-13,0,0,0,South America,17643054.0
4373,Ecuador,2020-02-14,0,0,0,South America,17643054.0
4374,Ecuador,2020-02-15,0,0,0,South America,17643054.0
4375,Ecuador,2020-02-16,0,0,0,South America,17643054.0
4376,Ecuador,2020-02-17,0,0,0,South America,17643054.0
4377,Ecuador,2020-02-18,0,0,0,South America,17643054.0
4378,Ecuador,2020-02-19,0,0,0,South America,17643054.0
4379,Ecuador,2020-02-20,0,0,0,South America,17643054.0
4380,Ecuador,2020-02-21,0,0,0,South America,17643054.0
4381,Ecuador,2020-02-22,0,0,0,South America,17643054.0
4382,Ecuador,2020-02-23,0,0,0,South America,17643054.0
4383,Ecuador,2020-02-24,0,0,0,South America,17643054.0
4384,Ecuador,2020-02-25,0,0,0,South America,17643054.0
4385,Ecuador,2020-02-26,0,0,0,South America,17643054.0
4386,Ecuador,2020-02-27,0,0,0,South America,17643054.0
4387,Ecuador,2020-02-28,0,0,0,South America,17643054.0
4388,Ecuador,2020-02-29,0,0,0,South America,17643054.0
4389,Ecuador,2020-03-01,6,0,0,South America,17643054.0
4390,Ecuador,2020-03-02,6,0,0,South America,17643054.0
4391,Ecuador,2020-03-03,7,0,0,South America,17643054.0
4392,Ecuador,2020-03-04,10,0,0,South America,17643054.0
4393,Ecuador,2020-03-05,13,0,0,South America,17643054.0
4394,Ecuador,2020-03-06,13,0,0,South America,17643054.0
4395,Ecuador,2020-03-07,13,0,0,South America,17643054.0
4396,Ecuador,2020-03-08,14,0,0,South America,17643054.0
4397,Ecuador,2020-03-09,15,0,0,South America,17643054.0
4398,Ecuador,2020-03-10,15,0,0,South America,17643054.0
4399,Ecuador,2020-03-11,17,0,0,South America,17643054.0
4400,Ecuador,2020-03-12,17,0,0,South America,17643054.0
4401,Ecuador,2020-03-13,17,0,0,South America,17643054.0
4402,Ecuador,2020-03-14,28,2,0,South America,17643054.0
4403,Ecuador,2020-03-15,28,2,0,South America,17643054.0
4404,Ecuador,2020-03-16,37,2,0,South America,17643054.0
4405,Ecuador,2020-03-17,58,2,0,South America,17643054.0
4406,Ecuador,2020-03-18,111,2,0,South America,17643054.0
4407,Ecuador,2020-03-19,199,3,0,South America,17643054.0
4408,Ecuador,2020-03-20,367,5,0,South America,17643054.0
4409,Ecuador,2020-03-21,506,7,3,South America,17643054.0
4410,Ecuador,2020-03-22,789,14,3,South America,17643054.0
4411,Ecuador,2020-03-23,981,18,3,South America,17643054.0
4412,Ecuador,2020-03-24,1082,27,3,South America,17643054.0
4413,Ecuador,2020-03-25,1173,28,3,South America,17643054.0
4414,Ecuador,2020-03-26,1403,34,3,South America,17643054.0
4415,Ecuador,2020-03-27,1595,36,3,South America,17643054.0
4416,Ecuador,2020-03-28,1823,48,3,South America,17643054.0
4417,Ecuador,2020-03-29,1924,58,3,South America,17643054.0
4418,Ecuador,2020-03-30,1962,60,3,South America,17643054.0
4419,Ecuador,2020-03-31,2240,75,54,South America,17643054.0
4420,Ecuador,2020-04-01,2748,93,58,South America,17643054.0
4421,Ecuador,2020-04-02,3163,120,65,South America,17643054.0
4422,Ecuador,2020-04-03,3368,145,65,South America,17643054.0
4423,Ecuador,2020-04-04,3465,172,100,South America,17643054.0
4424,Ecuador,2020-04-05,3646,180,100,South America,17643054.0
4425,Ecuador,2020-04-06,3747,191,100,South America,17643054.0
4426,Ecuador,2020-04-07,3747,191,100,South America,17643054.0
4427,Ecuador,2020-04-08,4450,242,140,South America,17643054.0
4428,Ecuador,2020-04-09,4965,272,339,South America,17643054.0
4429,Ecuador,2020-04-10,7161,297,368,South America,17643054.0
4430,Ecuador,2020-04-11,7257,315,411,South America,17643054.0
4431,Ecuador,2020-04-12,7466,333,501,South America,17643054.0
4432,Ecuador,2020-04-13,7529,355,597,South America,17643054.0
4433,Ecuador,2020-04-14,7603,369,696,South America,17643054.0
4434,Ecuador,2020-04-15,7858,388,780,South America,17643054.0
4435,Ecuador,2020-04-16,8225,403,838,South America,17643054.0
4436,Ecuador,2020-04-17,8450,421,838,South America,17643054.0
4437,Egypt,2020-01-22,0,0,0,Middle East,102334404.0
4438,Egypt,2020-01-23,0,0,0,Middle East,102334404.0
4439,Egypt,2020-01-24,0,0,0,Middle East,102334404.0
4440,Egypt,2020-01-25,0,0,0,Middle East,102334404.0
4441,Egypt,2020-01-26,0,0,0,Middle East,102334404.0
4442,Egypt,2020-01-27,0,0,0,Middle East,102334404.0
4443,Egypt,2020-01-28,0,0,0,Middle East,102334404.0
4444,Egypt,2020-01-29,0,0,0,Middle East,102334404.0
4445,Egypt,2020-01-30,0,0,0,Middle East,102334404.0
4446,Egypt,2020-01-31,0,0,0,Middle East,102334404.0
4447,Egypt,2020-02-01,0,0,0,Middle East,102334404.0
4448,Egypt,2020-02-02,0,0,0,Middle East,102334404.0
4449,Egypt,2020-02-03,0,0,0,Middle East,102334404.0
4450,Egypt,2020-02-04,0,0,0,Middle East,102334404.0
4451,Egypt,2020-02-05,0,0,0,Middle East,102334404.0
4452,Egypt,2020-02-06,0,0,0,Middle East,102334404.0
4453,Egypt,2020-02-07,0,0,0,Middle East,102334404.0
4454,Egypt,2020-02-08,0,0,0,Middle East,102334404.0
4455,Egypt,2020-02-09,0,0,0,Middle East,102334404.0
4456,Egypt,2020-02-10,0,0,0,Middle East,102334404.0
4457,Egypt,2020-02-11,0,0,0,Middle East,102334404.0
4458,Egypt,2020-02-12,0,0,0,Middle East,102334404.0
4459,Egypt,2020-02-13,0,0,0,Middle East,102334404.0
4460,Egypt,2020-02-14,1,0,0,Middle East,102334404.0
4461,Egypt,2020-02-15,1,0,0,Middle East,102334404.0
4462,Egypt,2020-02-16,1,0,0,Middle East,102334404.0
4463,Egypt,2020-02-17,1,0,0,Middle East,102334404.0
4464,Egypt,2020-02-18,1,0,0,Middle East,102334404.0
4465,Egypt,2020-02-19,1,0,0,Middle East,102334404.0
4466,Egypt,2020-02-20,1,0,0,Middle East,102334404.0
4467,Egypt,2020-02-21,1,0,0,Middle East,102334404.0
4468,Egypt,2020-02-22,1,0,0,Middle East,102334404.0
4469,Egypt,2020-02-23,1,0,0,Middle East,102334404.0
4470,Egypt,2020-02-24,1,0,0,Middle East,102334404.0
4471,Egypt,2020-02-25,1,0,0,Middle East,102334404.0
4472,Egypt,2020-02-26,1,0,0,Middle East,102334404.0
4473,Egypt,2020-02-27,1,0,0,Middle East,102334404.0
4474,Egypt,2020-02-28,1,0,1,Middle East,102334404.0
4475,Egypt,2020-02-29,1,0,1,Middle East,102334404.0
4476,Egypt,2020-03-01,2,0,1,Middle East,102334404.0
4477,Egypt,2020-03-02,2,0,1,Middle East,102334404.0
4478,Egypt,2020-03-03,2,0,1,Middle East,102334404.0
4479,Egypt,2020-03-04,2,0,1,Middle East,102334404.0
4480,Egypt,2020-03-05,3,0,1,Middle East,102334404.0
4481,Egypt,2020-03-06,15,0,1,Middle East,102334404.0
4482,Egypt,2020-03-07,15,0,1,Middle East,102334404.0
4483,Egypt,2020-03-08,49,1,1,Middle East,102334404.0
4484,Egypt,2020-03-09,55,1,1,Middle East,102334404.0
4485,Egypt,2020-03-10,59,1,1,Middle East,102334404.0
4486,Egypt,2020-03-11,60,1,27,Middle East,102334404.0
4487,Egypt,2020-03-12,67,1,27,Middle East,102334404.0
4488,Egypt,2020-03-13,80,2,27,Middle East,102334404.0
4489,Egypt,2020-03-14,109,2,27,Middle East,102334404.0
4490,Egypt,2020-03-15,110,2,21,Middle East,102334404.0
4491,Egypt,2020-03-16,150,2,27,Middle East,102334404.0
4492,Egypt,2020-03-17,196,4,32,Middle East,102334404.0
4493,Egypt,2020-03-18,196,6,32,Middle East,102334404.0
4494,Egypt,2020-03-19,256,6,32,Middle East,102334404.0
4495,Egypt,2020-03-20,285,8,39,Middle East,102334404.0
4496,Egypt,2020-03-21,294,10,41,Middle East,102334404.0
4497,Egypt,2020-03-22,327,14,56,Middle East,102334404.0
4498,Egypt,2020-03-23,366,19,56,Middle East,102334404.0
4499,Egypt,2020-03-24,402,20,80,Middle East,102334404.0
4500,Egypt,2020-03-25,456,21,95,Middle East,102334404.0
4501,Egypt,2020-03-26,495,24,102,Middle East,102334404.0
4502,Egypt,2020-03-27,536,30,116,Middle East,102334404.0
4503,Egypt,2020-03-28,576,36,121,Middle East,102334404.0
4504,Egypt,2020-03-29,609,40,132,Middle East,102334404.0
4505,Egypt,2020-03-30,656,41,150,Middle East,102334404.0
4506,Egypt,2020-03-31,710,46,157,Middle East,102334404.0
4507,Egypt,2020-04-01,779,52,179,Middle East,102334404.0
4508,Egypt,2020-04-02,865,58,201,Middle East,102334404.0
4509,Egypt,2020-04-03,985,66,216,Middle East,102334404.0
4510,Egypt,2020-04-04,1070,71,241,Middle East,102334404.0
4511,Egypt,2020-04-05,1173,78,247,Middle East,102334404.0
4512,Egypt,2020-04-06,1322,85,259,Middle East,102334404.0
4513,Egypt,2020-04-07,1450,94,276,Middle East,102334404.0
4514,Egypt,2020-04-08,1560,103,305,Middle East,102334404.0
4515,Egypt,2020-04-09,1699,118,348,Middle East,102334404.0
4516,Egypt,2020-04-10,1794,135,384,Middle East,102334404.0
4517,Egypt,2020-04-11,1939,146,426,Middle East,102334404.0
4518,Egypt,2020-04-12,2065,159,589,Middle East,102334404.0
4519,Egypt,2020-04-13,2190,164,589,Middle East,102334404.0
4520,Egypt,2020-04-14,2350,178,589,Middle East,102334404.0
4521,Egypt,2020-04-15,2505,183,589,Middle East,102334404.0
4522,Egypt,2020-04-16,2673,196,596,Middle East,102334404.0
4523,Egypt,2020-04-17,2844,205,646,Middle East,102334404.0
4524,El Salvador,2020-01-22,0,0,0,Caribbean & Central America,6486205.0
4525,El Salvador,2020-01-23,0,0,0,Caribbean & Central America,6486205.0
4526,El Salvador,2020-01-24,0,0,0,Caribbean & Central America,6486205.0
4527,El Salvador,2020-01-25,0,0,0,Caribbean & Central America,6486205.0
4528,El Salvador,2020-01-26,0,0,0,Caribbean & Central America,6486205.0
4529,El Salvador,2020-01-27,0,0,0,Caribbean & Central America,6486205.0
4530,El Salvador,2020-01-28,0,0,0,Caribbean & Central America,6486205.0
4531,El Salvador,2020-01-29,0,0,0,Caribbean & Central America,6486205.0
4532,El Salvador,2020-01-30,0,0,0,Caribbean & Central America,6486205.0
4533,El Salvador,2020-01-31,0,0,0,Caribbean & Central America,6486205.0
4534,El Salvador,2020-02-01,0,0,0,Caribbean & Central America,6486205.0
4535,El Salvador,2020-02-02,0,0,0,Caribbean & Central America,6486205.0
4536,El Salvador,2020-02-03,0,0,0,Caribbean & Central America,6486205.0
4537,El Salvador,2020-02-04,0,0,0,Caribbean & Central America,6486205.0
4538,El Salvador,2020-02-05,0,0,0,Caribbean & Central America,6486205.0
4539,El Salvador,2020-02-06,0,0,0,Caribbean & Central America,6486205.0
4540,El Salvador,2020-02-07,0,0,0,Caribbean & Central America,6486205.0
4541,El Salvador,2020-02-08,0,0,0,Caribbean & Central America,6486205.0
4542,El Salvador,2020-02-09,0,0,0,Caribbean & Central America,6486205.0
4543,El Salvador,2020-02-10,0,0,0,Caribbean & Central America,6486205.0
4544,El Salvador,2020-02-11,0,0,0,Caribbean & Central America,6486205.0
4545,El Salvador,2020-02-12,0,0,0,Caribbean & Central America,6486205.0
4546,El Salvador,2020-02-13,0,0,0,Caribbean & Central America,6486205.0
4547,El Salvador,2020-02-14,0,0,0,Caribbean & Central America,6486205.0
